Sujeto,Evento,Mu_C3,Beta_C3,Entropia_C3,Mu_Cz,Beta_Cz,Entropia_Cz,Mu_C4,Beta_C4,Entropia_C4,Coherencia_Mu_C3-Cz,Coherencia_Beta_C3-Cz,Coherencia_Mu_C3-C4,Coherencia_Beta_C3-C4,Coherencia_Mu_Cz-C4,Coherencia_Beta_Cz-C4,CSP_1,CSP_2
S027,T2,4.3248986092442405e-11,8.100950843718511e-12,1.4582630846369824,3.5465087086348423e-11,6.480832562999387e-12,1.5673605079237287,2.8882308835824026e-11,7.821100894864327e-12,1.4268422010363218,0.7715482458991036,0.6620225045203396,0.4928992097114556,0.4489075809003323,0.6302341491722725,0.5796924946836068,-0.7403195573571248,-0.7147027308936097
S028,T0,9.316146487642957e-11,1.2517907567052425e-11,1.5156935164595027,8.90139359670514e-11,1.3352384419282704e-11,1.2539887355595896,6.97073266545485e-11,8.933667714367605e-12,1.5368753470705243,0.559124003347885,0.5319390983070608,0.4813325364528668,0.31636865197353387,0.7323522808276228,0.5439160331432454,,
S028,T1,7.891826836943467e-11,1.1178244866572134e-11,1.5939587255856404,7.825596780053505e-11,1.125797335065283e-11,1.2697030301780712,5.9732230492979e-11,8.180000011182362e-12,1.5021852486242362,0.791133991676103,0.5542657602905676,0.5484667638994651,0.36613047356130085,0.7330457225947835,0.5701206904956914,-0.7487471938694742,-0.7457265497647255
S028,T2,8.325390620719057e-11,1.0839560983957344e-11,1.4824938251090996,8.634211938805176e-11,1.1805470267347488e-11,1.226610518280745,6.145929010918928e-11,8.256721660458188e-12,1.5116671382630058,0.7683465943494738,0.5979784051555084,0.5619850908584348,0.35997972669788253,0.7478479981686411,0.6001489201497351,-0.7487471938694742,-0.7457265497647255
S029,T0,1.0603100033769205e-11,1.3478096066367999e-12,1.3563197614373959,1.3149011658201153e-11,1.2947949807097951e-12,1.3179803077816148,1.1007250241406083e-11,1.4064252689966735e-12,1.380930904366975,0.6480628476276932,0.5634728162001758,0.46819317881766215,0.38242784918111755,0.789035160012318,0.6828619384054556,,
S029,T1,1.077333610035107e-11,1.3259658601965765e-12,1.349057494444091,1.1543372060079113e-11,1.1502429670068813e-12,1.2847145683019703,8.496119524885804e-12,1.0978160791983065e-12,1.3927027722153733,0.7017698600158244,0.6356717311807561,0.584706510037176,0.3766833838512917,0.6972431210482877,0.653256235508083,-0.7761466546350178,-0.7642787219926723
S029,T2,9.967251634127304e-12,1.2264464695757238e-12,1.3376489461726842,1.2250235444606734e-11,1.2639338572923732e-12,1.242966914260482,9.63010378536311e-12,1.4153250890231105e-12,1.308119265032774,0.6563989643874863,0.7135189687868644,0.579023004790071,0.42975414770688103,0.7045330323245389,0.6757812995139618,-0.7761466546350178,-0.7642787219926723
S030,T0,3.656003663748381e-12,7.872637440506788e-13,1.1631732592663335,3.9848969677832094e-12,6.710147161264644e-13,1.1484146105851614,3.0011486260336066e-12,5.898529744977977e-13,1.1563796788376999,0.8073208476401584,0.8037571041096949,0.642107473278539,0.6912673592618982,0.9198519509895235,0.938304431927701,,
S030,T1,3.2181737202468788e-12,7.53967660331356e-13,1.1802878836198822,3.2993027469559974e-12,6.593864662946919e-13,1.1404255272807624,2.5248228830967837e-12,5.799157585700324e-13,1.1867006716853774,0.8817896062382965,0.8624187342860574,0.7662112546638928,0.7677710450521774,0.9442876787916457,0.9531470866520377,-1.0820179863743868,-0.7848208636048339
S030,T2,3.3101711756501338e-12,8.005870753728487e-13,1.1400982443507048,3.5355545427496767e-12,7.474563198416112e-13,1.1265403234082065,2.7481952994922824e-12,7.346970922365826e-13,1.179284087325951,0.7629010613201208,0.856157128043635,0.6000916649426733,0.7591413093390901,0.9317332666228203,0.9507345887376523,-1.0820179863743868,-0.7848208636048339
S031,T0,7.334756288097803e-11,9.21062437423294e-12,1.1128973884374551,8.445838041465593e-11,9.774634442552974e-12,0.9248807700286222,5.927994110631104e-11,6.917955740354138e-12,0.9227182887322174,0.9018320213758247,0.7882854397829641,0.7326950126270281,0.5586910705772544,0.9107155275996018,0.7577574955874943,,
S031,T1,7.134312969018127e-11,8.980219337003797e-12,1.2628685946046971,7.958917310775195e-11,9.571408614719433e-12,0.9417549627705859,5.313017413005655e-11,6.66305132005171e-12,0.9727193328265783,0.7828446530771618,0.7575607951249133,0.7514578618719232,0.5870225248533301,0.8936422532878794,0.8427314069224098,-0.7665799576013194,-0.784930015293214
S031,T2,5.651876570052578e-11,8.529871564505698e-12,1.1641686215983815,7.235244014237083e-11,9.062003008930202e-12,1.0042830150967759,5.575724084115839e-11,6.32357994453134e-12,1.0879072256018691,0.8648464540508668,0.8014397317021007,0.6857222157671047,0.6329899403087486,0.8524216774051854,0.8240376549217762,-0.7665799576013194,-0.784930015293214
S032,T0,2.3077843304314653e-11,1.358641081556539e-11,1.5476867179910567,2.7848499484522875e-11,1.6780481306461672e-11,1.4978488895072122,2.0466108167550836e-11,1.497394322395666e-11,1.606617036092459,0.39189095605941143,0.45600914247938235,0.5029580723126736,0.22972932189584577,0.47502790677320683,0.4881831438270644,,
S032,T1,1.921495576141055e-11,1.0157569734802826e-11,1.5312991934024789,2.2838773077046954e-11,1.1780671232700288e-11,1.5932875223215288,1.7035031228287895e-11,1.0899800706959956e-11,1.7228884820730237,0.4884541000806677,0.5834730385150475,0.6252758478857577,0.36916887619548705,0.6975895621845052,0.42506425038370027,-0.7215255581651975,-0.7195812190704114
S032,T2,1.6505645492412863e-11,9.266247949737253e-12,1.6001304266828538,2.4148834538803832e-11,1.2033271735828226e-11,1.5610048273614816,1.7883961664981402e-11,1.2173799745380913e-11,1.6371686485486208,0.7335557412282392,0.5709624104928684,0.5081664875478609,0.40059282554619985,0.5882608156494887,0.3930821329055193,-0.7215255581651975,-0.7195812190704114
S033,T0,2.462468478233074e-11,6.667592948937234e-12,1.4776283925445761,7.33451034744095e-12,3.4237209789650103e-12,1.4411142281590208,1.2866322343752447e-11,4.7129835413226476e-12,1.3174115892732248,0.7082582760571048,0.6542810440375467,0.34505894109991664,0.32627677557367296,0.46249465606875384,0.579463921711852,,
S033,T1,2.141976044609621e-11,4.668295243426689e-12,1.4518125682600376,6.297733419783524e-12,2.895118611907084e-12,1.4453496608429304,6.359310219263852e-12,3.35435998390117e-12,1.4226799700618498,0.6814769731000982,0.7466710668122359,0.5391066812696181,0.520592906848794,0.8270795409514764,0.7322083274778286,-0.902897858344534,-0.9003639321370958
S033,T2,1.0262512727167046e-11,4.2395177422989275e-12,1.2917390632521262,5.5820648310926486e-12,2.8808849698519164e-12,1.31271173702133,1.0624279717770746e-11,3.585586226129791e-12,1.3343605748126668,0.7206689436108277,0.7375241601729237,0.35616860809107387,0.5238356005605629,0.6781194215578814,0.7298917223704878,-0.902897858344534,-0.9003639321370958
S034,T0,1.305991668396694e-11,7.913643845888268e-13,0.9644477774844061,1.043784394509004e-11,5.984416628030188e-13,1.1404687555476323,9.692070706257057e-12,5.541630527742529e-13,1.0852065433718152,0.7757711350485984,0.7333186839957037,0.5435996728956181,0.41093991512922445,0.7040007891898459,0.6806221761139779,,
S034,T1,8.715318914826606e-12,6.967399872227449e-13,1.0225255498272336,6.418138018016453e-12,5.575586390809294e-13,1.1765290949858904,4.903803607022453e-12,4.712545949211694e-13,1.0724118556887121,0.7500382699196881,0.7155136728538511,0.5969806448938689,0.40697725344051855,0.6867124158539604,0.5890304832223114,-0.812262221536593,-0.7744510926729811
S034,T2,7.444195518467814e-12,6.546341353995671e-13,1.224689600182642,9.588401404471854e-12,5.822175868903125e-13,1.137811705061692,9.603693022499069e-12,5.240517566931883e-13,1.0586132547950626,0.8591724182190149,0.6828810933955554,0.43309749131939845,0.40288798982109475,0.569479811544108,0.6301187626755517,-0.812262221536593,-0.7744510926729811
S035,T0,1.5090716396270924e-11,2.2028609560789325e-12,1.213530579169069,1.2893327487966826e-11,2.165700793497645e-12,1.2210061712113816,1.3593778362114506e-11,2.1342712833967095e-12,1.1416722783788067,0.6122991737007697,0.6718115977144761,0.4564063296227386,0.48599395678127744,0.6718236775975317,0.8400249210783635,,
S035,T1,1.0339521741579091e-11,1.634269079951704e-12,1.2419316876587951,9.327581478729698e-12,1.5745812578929314e-12,1.2172998627015876,8.978624540824824e-12,1.5163075258406871e-12,1.1892475490819565,0.668633960304366,0.6384533333372635,0.5930983322399486,0.4659843920746263,0.9402983985287008,0.8740664678586062,-0.9708931932902015,-0.7678970845114781
S035,T2,1.0788119800744299e-11,1.5664664171975715e-12,1.3145813702326212,9.891484578723706e-12,1.6608303422929604e-12,1.2974737477079632,1.0038283033512018e-11,1.6546209506669637e-12,1.2212575956297747,0.7022827509846584,0.6558802494793127,0.46292311866105157,0.5274414175801254,0.8426098742004906,0.8693199707527812,-0.9708931932902015,-0.7678970845114781
S036,T0,7.766325369261303e-11,3.13604862490679e-11,1.3114229718743549,7.863061973045967e-11,2.8429292400039408e-11,1.1863626297639354,5.695398515755456e-11,2.336042395719666e-11,1.238900463755512,0.9311021442708642,0.7734363982961128,0.820872151941556,0.5862595404564706,0.9392047505023752,0.7956514114477145,,
S036,T1,7.884085575919278e-11,2.7075575848674675e-11,1.247368888889698,8.206212188104124e-11,2.543625527263361e-11,1.2058410113910425,5.705958409142636e-11,2.0505369432690176e-11,1.253931117112855,0.9348651972955806,0.828281071066891,0.7517171990464696,0.5795636696657891,0.8706854583628237,0.7829493462920025,-0.7373584094630674,-0.7387873484025702
S036,T2,8.590589601396771e-11,2.6164669598984504e-11,1.3322271398496148,8.97739346344449e-11,2.53249792588207e-11,1.3446275715857594,6.112200386726486e-11,2.0966217840251582e-11,1.427005083802933,0.9205707437285351,0.8247245149588274,0.8210640804304496,0.5200561207130707,0.9226084381866975,0.7654934681580253,-0.7373584094630674,-0.7387873484025702
S037,T0,1.58514319354074e-12,1.28910369312003e-12,1.7845845505557598,1.2871333109943848e-12,8.413716408776911e-13,1.708044905076147,1.2743661649479826e-12,8.425175887907382e-13,1.658610485786013,0.8158304537678965,0.6618235158663851,0.8042873623245048,0.6569646527241898,0.9974376498085964,0.9971874102015013,,
S037,T1,1.5065430715986585e-12,1.316368728239948e-12,1.6629050082055825,1.1852374153028395e-12,8.872552604108803e-13,1.6692907804016959,1.175118670829902e-12,8.907971543546987e-13,1.646963187450056,0.7812644426364439,0.6188945233046869,0.7710968084680943,0.6093112799422754,0.9970814363153374,0.9959409887790069,-0.7054614261472588,-0.6998716762191437
S037,T2,1.4457823751863518e-12,1.2393733453082668e-12,1.6290833502773687,1.2224852769175091e-12,8.437434350310929e-13,1.5842082140582203,1.2151349854022796e-12,8.479148885925926e-13,1.5693750883840694,0.774595329313609,0.5870403195952283,0.7603960742426208,0.5748540005601533,0.9975066865320503,0.9965121074458698,-0.7054614261472588,-0.6998716762191437
S038,T0,2.1884871227138216e-11,8.66260193142571e-12,1.3947356445218468,2.2102609644308108e-11,6.81067795170675e-12,1.2896092418813343,1.3409569983710023e-11,4.804814378804819e-12,1.406012882610918,0.8457196538085661,0.6606199248814689,0.5298247945769035,0.37923278922416787,0.7553047643556229,0.6514631833947563,,
S038,T1,2.2608995244175837e-11,8.637590341887242e-12,1.523607854810143,2.3928981930296642e-11,7.037120533468809e-12,1.4205633462768679,1.4252258517426373e-11,5.009151614666737e-12,1.341864069525665,0.8043380978282546,0.7000300750821761,0.5256040066788005,0.37123840767562033,0.7683332395521103,0.6706728807204735,-0.7194644966905476,-0.7077237269612262
S038,T2,2.479781046048585e-11,8.984641823623907e-12,1.5726301274110497,2.5881061109574513e-11,7.175196356263175e-12,1.4475145873931712,1.5255575467917402e-11,5.00125605938083e-12,1.4098022798150385,0.8177220075129792,0.6866577706850413,0.6591787869759436,0.48124519922375153,0.8303347158956934,0.761996901517012,-0.7194644966905476,-0.7077237269612262
S039,T0,5.835250847097697e-11,1.776187523999946e-11,1.4264152035460447,6.555234504939362e-11,1.9538757386980892e-11,1.389799447077837,5.790578595732251e-11,1.7601162164556353e-11,1.4798173424301062,0.6703854496290517,0.5807322210818809,0.5129117013334754,0.3463992246103595,0.76520655382284,0.6493770670867752,,
S039,T1,5.3749928981962376e-11,1.4446169698937842e-11,1.394460095751731,7.118816122787339e-11,1.7019189607885895e-11,1.395897228453232,6.060183491696232e-11,1.6530825227996314e-11,1.3957628059359573,0.7928131738086158,0.6480292155039713,0.6071415017616297,0.5171553731655257,0.7926528460653648,0.6796046625040493,-0.7231999633097344,-0.7355914585656503
S039,T2,4.825201529072811e-11,1.6100100220652555e-11,1.548958749697166,6.20167909965796e-11,1.6646505732012702e-11,1.468483160852166,5.454169927519051e-11,1.609049446849842e-11,1.4436702083953405,0.6571564953179195,0.4736701065133633,0.48961807508216904,0.274693456778261,0.6832330029713838,0.6658032104919263,-0.7231999633097344,-0.7355914585656503
S040,T0,1.1354460267615562e-11,4.228971571312742e-12,1.4816045409242156,1.476820013741995e-11,5.522278055917077e-12,1.525632724244099,1.0370466279497677e-11,4.0107535053542396e-12,1.5209319615653678,0.7275088781210968,0.62148160691902,0.548251816640565,0.48009057819184087,0.5804415461632113,0.5462630663023967,,
S040,T1,1.1344464951565684e-11,4.218354669972665e-12,1.7201110239046709,1.651998457259262e-11,6.195750761033856e-12,1.5697501641668576,1.0244448416723801e-11,3.860946399229781e-12,1.5429394298683212,0.6423697258626286,0.5862487244536468,0.36213535800053287,0.39304077892754263,0.5943972666579179,0.5548345966265399,-1.0192288732064232,-0.6971208337705421
S040,T2,1.1273071195663755e-11,4.269759772971212e-12,1.5825472519844328,1.4515236812306427e-11,5.5998173774705025e-12,1.5194862681749475,9.921098103319496e-12,4.085971539436181e-12,1.582894329204926,0.8048044370821013,0.7362495546509316,0.6314692559803771,0.46655019521586455,0.6562375809419433,0.5607195244529374,-1.0192288732064232,-0.6971208337705421
S041,T0,2.3221707357444954e-12,9.653920207861547e-13,1.3228642827339032,2.256814654951287e-12,9.425534207646176e-13,1.2866593665811874,1.776738126528817e-12,7.822869163594158e-13,1.354123649026052,0.6471150554173727,0.670552378858641,0.3853795731489754,0.42104063762725985,0.8125284767090695,0.7861974123171445,,
S041,T1,2.372104049953487e-12,8.54559618532442e-13,1.3144462769336063,2.2598053541745212e-12,8.623184742899639e-13,1.291994654140612,1.6837254009498535e-12,6.855648126570218e-13,1.285324631879554,0.8881693257179577,0.7806914074403345,0.7223306759546257,0.46587857284869444,0.9003276729035561,0.734199491144731,-0.7278626399266875,-0.7133290134215305
S041,T2,2.3278851987817796e-12,8.726979336948722e-13,1.2477847828239743,2.3683112730065403e-12,9.17207324057685e-13,1.2033232427571405,1.810684934874421e-12,7.56092910796192e-13,1.2258082244691184,0.8807547944205704,0.7864151167919345,0.6781930650075956,0.5791717401670964,0.8968163716124236,0.8064439450727442,-0.7278626399266875,-0.7133290134215305
S042,T0,1.3656021513994714e-11,2.535955834409473e-12,1.0790038172797334,1.5099672893590077e-11,2.6953857207771794e-12,1.2293717778473834,1.117337501448604e-11,2.5640057827540473e-12,1.1640852021849508,0.6032553923110289,0.6721761262748208,0.4133753549522327,0.438587244301449,0.8385898824590545,0.6786292319636723,,
S042,T1,1.576498080975067e-11,2.4631313209843954e-12,1.1835768025676658,1.4007007507878062e-11,2.0223064017180707e-12,1.2884260699754027,9.778713354490492e-12,1.8149355491255463e-12,1.2472866613951958,0.43832174069139673,0.5610735361012001,0.3196057014798165,0.4097482183601625,0.7556267761964168,0.7158257321459355,-0.7482437375443639,-0.7542834144582157
S042,T2,1.1918633495342681e-11,1.9120392514266143e-12,1.3155054809232887,1.4354661708987642e-11,2.173221169846387e-12,1.25005313299273,1.152600096752882e-11,2.5222090341607283e-12,1.2011809766126689,0.8034268441323098,0.5976740762277358,0.712590626489549,0.41099219178778135,0.8751666212095683,0.7786361242465711,-0.7482437375443639,-0.7542834144582157
S043,T0,3.187233806356309e-11,1.2922474723675085e-11,1.47206591959851,2.94481316436924e-11,1.5231978482290745e-11,1.424974145049145,2.2745555001123087e-11,1.0410571546443144e-11,1.449688667020184,0.6433168947276618,0.49889984733281373,0.45072059734804004,0.3208655969087028,0.586770739657853,0.6213948457648762,,
S043,T1,3.054595155789751e-11,1.1974786193020178e-11,1.4907228836716728,2.7646150753866916e-11,1.4532332071276487e-11,1.4077262218731634,2.00550140927379e-11,8.972625993625993e-12,1.429521837111723,0.6634037770350186,0.5270453497490101,0.4816511296308238,0.43800270260164614,0.8442154745655798,0.6111075480518455,-0.7359889737820824,-0.7403573338735542
S043,T2,2.556194318216473e-11,1.0348937526503144e-11,1.4088983129343813,2.8202410177967155e-11,1.4438081723639993e-11,1.3378821973329598,2.102267138220871e-11,9.035297991186045e-12,1.326579519502675,0.7886461270694883,0.5055565663564855,0.7230274280809235,0.4367438313299754,0.790845068940181,0.6555414948768564,-0.7359889737820824,-0.7403573338735542
S044,T0,1.3148845454698076e-10,1.5241383673778864e-11,1.543798930729651,1.2874645866259608e-10,1.4942439975661185e-11,1.4108199032896915,1.3001770320903087e-10,1.172667844707878e-11,1.4480361454600001,0.7688466987340512,0.6925675248778654,0.6202025762397609,0.5089633894126809,0.7420476057529811,0.7127785521648208,,
S044,T1,1.474370731934669e-10,1.3345138462120189e-11,1.4352411546263175,1.5620272477543913e-10,1.3722773865939358e-11,1.5043201446837655,1.2794961287356995e-10,1.1016317629462916e-11,1.4312457489821568,0.8643144666818796,0.7127117273401907,0.6051337110228606,0.5237184438931445,0.738308327169132,0.7127831631373366,-0.842052216338816,-0.8177893034814526
S044,T2,1.1010161199712177e-10,1.1579659899758506e-11,1.6070821987416413,1.2095677158856076e-10,1.3147724858808042e-11,1.5823989169860129,1.1633288284612398e-10,1.0653976333100876e-11,1.549333988364395,0.7704746817008238,0.7682005472165316,0.546968555644776,0.5565052416925428,0.7220987872039044,0.6740317696137176,-0.842052216338816,-0.8177893034814526
S045,T0,5.654889870321485e-11,1.9724816218611957e-11,1.6301314083860816,5.592364260079262e-11,1.8855714493723888e-11,1.4666198342413737,3.421982520888552e-11,1.3547074971690184e-11,1.6676513794780696,0.9043795326881684,0.6738112086412106,0.8310408992616871,0.3931402341861216,0.8910717304044103,0.5826196599881329,,
S045,T1,5.49185616041594e-11,1.7783504244088535e-11,1.6770868559860639,5.215720085617323e-11,1.4734979757812047e-11,1.555611046891457,3.1126061606108174e-11,1.1488666809575724e-11,1.7841548698428358,0.8499988614823395,0.7460026912489999,0.7022392711282315,0.47428265404048525,0.8755942319266177,0.6709401663411747,-0.7204999390282154,-0.7897186076021107
S045,T2,6.243359547877282e-11,1.6526092259126915e-11,1.5792357390432772,6.234873105519632e-11,1.3549564507403454e-11,1.4673902547780857,3.6801013804543854e-11,1.1833082884739636e-11,1.6949667094635075,0.8268003908226056,0.7136492989740396,0.5768437900819923,0.4010890774986358,0.804489017684124,0.618380152892421,-0.7204999390282154,-0.7897186076021107
S046,T0,2.6958225470856003e-11,8.710654315962209e-12,1.4291412445146108,3.303440511511375e-11,1.183661951836752e-11,1.449764378631297,2.6508472649354146e-11,9.366538529180721e-12,1.5190792740400105,0.8117641556226027,0.78455052603915,0.7310263015691628,0.6566693771143657,0.7603774372719477,0.7781513771564379,,
S046,T1,2.577470269834339e-11,8.389680502111982e-12,1.5451152508036659,3.093118082801944e-11,1.1084666829804346e-11,1.5765672455995856,2.3869371480123538e-11,8.579714238838947e-12,1.5680237931555994,0.8403209627652463,0.7631606544497141,0.6414304612376577,0.6418795282710026,0.827800559972119,0.7914276783834334,-0.7450522338893221,-0.7044757861075341
S046,T2,2.5632391949300088e-11,8.259807009028393e-12,1.4636686215795935,3.1233265140234594e-11,1.113661381453468e-11,1.4161872851079556,2.4640769587406934e-11,9.073568247610901e-12,1.4775274975185064,0.8989377324289832,0.7175260662058947,0.8386843625165648,0.5638083714173626,0.8987185102190762,0.7686405031791615,-0.7450522338893221,-0.7044757861075341
S047,T0,5.736541283821228e-12,1.39092022882925e-12,1.1098722836822172,5.93627682721351e-12,1.390349600652089e-12,1.125272170874385,3.5750863350094805e-12,9.739707772482726e-13,1.1203396019605325,0.9023514428429142,0.9442272457643235,0.8490113849211965,0.8519098187031039,0.9245403224725215,0.9272831370855749,,
S047,T1,6.058314322868166e-12,1.3941993551057363e-12,1.0918298564323572,6.411867625242311e-12,1.3959243786932506e-12,1.1343345966609848,3.8895996378054155e-12,9.739360242306933e-13,1.258387830476665,0.9320994846077812,0.8861192337426063,0.8363168438628185,0.7526655610597655,0.9292978302824182,0.8833742419381244,-0.7339065619457865,-0.7289838204659747
S047,T2,4.956213830508629e-12,1.3162667147915029e-12,1.183679490625135,5.241850690775754e-12,1.2678962386648687e-12,1.1935173333796625,3.2500177108289904e-12,9.022229476542305e-13,1.23709555819366,0.944462444028477,0.9396334205590158,0.8373443521230971,0.8567795974892928,0.8890787154977188,0.9296702598724049,-0.7339065619457865,-0.7289838204659747
S048,T0,4.193620651873863e-10,2.861132600253911e-11,1.2946891503218814,4.526150427574041e-10,3.34469593676299e-11,1.294683953316396,3.2885976947995403e-10,2.3819390900952462e-11,1.2684977206691774,0.7454766332098326,0.7168390732844879,0.6439415493954622,0.4740761539786173,0.8239769433444217,0.6747116807432396,,
S048,T1,2.9607886156045453e-10,2.6840135999457556e-11,1.3285174485253364,3.3240901975938957e-10,3.036849224324068e-11,1.2271290447917678,2.5491083536390715e-10,2.0951170824532697e-11,1.1694736005513553,0.8071450560072775,0.7493392867560911,0.678078948110878,0.6432995606377162,0.7427265360885567,0.7885689904685843,-0.7950059177262045,-0.7813347097343097
S048,T2,2.5413084722744387e-10,2.2772691979456057e-11,1.2882714045883816,2.9845991612354284e-10,2.654976008810382e-11,1.3581570378222911,2.311639221295148e-10,1.977015839748248e-11,1.3646965187377822,0.794732100220642,0.676184031187409,0.5658831036131446,0.5616854078662019,0.7858212696220688,0.7614850948562114,-0.7950059177262045,-0.7813347097343097
S049,T0,2.763027492699245e-11,3.484396292810483e-11,1.401085099121287,2.616554272472753e-11,3.1470642516165476e-11,1.390381162565526,2.0868139051272884e-11,2.0045408230678717e-11,1.3928468510997387,0.7090022976494462,0.6351611709010917,0.5808406418425236,0.2867915243545052,0.6700189310191325,0.5119597639133188,,
S049,T1,2.7867559168569476e-11,3.244696503754496e-11,1.3513421453523464,2.787971672422495e-11,3.218297013516059e-11,1.275618504690206,2.1314755340364e-11,1.831967990283697e-11,1.340536318583876,0.7560122411461885,0.6731253623467183,0.4990371065185931,0.3329494659324301,0.754811128743799,0.5731767765233269,-0.7152913671070646,-0.7347278072344808
S049,T2,2.580955339484847e-11,2.9680789303164316e-11,1.3741238254996355,2.42627529909308e-11,3.092794326752563e-11,1.2119267846469064,1.837457485978403e-11,1.9459511880359258e-11,1.351286538156663,0.7371833839207916,0.6737887015202114,0.5183788423338486,0.31800527487287,0.8178225257843597,0.5654353920622261,-0.7152913671070646,-0.7347278072344808
S050,T0,7.597546852937534e-12,3.144706175510981e-12,1.4183520576465576,7.712998160803244e-12,3.2606374249608853e-12,1.4470610586629267,5.484542555825584e-12,2.7409857137945683e-12,1.4431166969865867,0.9338096148311584,0.8574723407888821,0.8415017995545184,0.691926877438208,0.9364188767137762,0.8374146944300865,,
S050,T1,7.689037961096124e-12,3.243283565281321e-12,1.4520193963583106,7.686377045479575e-12,3.4486852762874493e-12,1.4519070941831695,5.336767022158171e-12,2.8077575375113595e-12,1.4632430069191444,0.9433035725351714,0.9414999698202676,0.8384642355189552,0.7848267296985182,0.9171201212575681,0.8696950680122539,-0.69959747878644,-0.7020357675930063
S050,T2,7.529265347603014e-12,3.1078096152684277e-12,1.5236710906766753,7.837742192281002e-12,3.3184988223292917e-12,1.4709300096772957,5.4582693616284485e-12,2.7675995551619768e-12,1.4284220355323636,0.931104041136382,0.9183612408469352,0.7544837440901373,0.7541736034308892,0.8802966158571097,0.8527698924891781,-0.69959747878644,-0.7020357675930063
S051,T0,5.184932589217635e-13,2.509185913408412e-13,1.6419519872889852,5.746585903779547e-13,2.632391219414259e-13,1.6193882432872684,4.064881591276599e-13,1.8479210709597703e-13,1.52677895876833,0.8536800172946613,0.7404345740917841,0.7948044734651579,0.5235816527931917,0.891235388600849,0.743872440128339,,
S051,T1,4.991404282332145e-13,2.3045189555237044e-13,1.5817937457686637,5.478993054584732e-13,2.404962248250235e-13,1.4495249931226868,3.832455290079135e-13,1.7368791051077277e-13,1.4966319295667543,0.8858252356125371,0.7893912527987651,0.6540292576790054,0.6289563693771053,0.7654679881930357,0.8319743970821952,-0.7015398145706437,-0.7124001611829869
S051,T2,5.266206566559173e-13,2.296828295838037e-13,1.5760040940489206,5.889030627809475e-13,2.2999661826782756e-13,1.5263467619373294,3.9685834128666425e-13,1.5831163781111088e-13,1.6338160525494527,0.8682247651747504,0.699005052155459,0.6906848421899723,0.5115129431903015,0.8302749421948322,0.7593024149091666,-0.7015398145706437,-0.7124001611829869
S052,T0,1.2959087682084356e-10,1.4945311804736335e-11,1.3508808244538915,1.3690240238139423e-10,1.5377094625150807e-11,1.2388262837269994,6.72209353379768e-11,9.415453651174429e-12,1.393416142868854,0.7919240486898584,0.6686189037845043,0.6409876764760063,0.5129104479759937,0.767583473505736,0.6182898383715499,,
S052,T1,9.358019798668355e-11,1.3677832847629041e-11,1.337540064312956,1.0036172364174434e-10,1.438816551677655e-11,1.3280306694663988,4.903949396268885e-11,7.820388809356382e-12,1.3758286101648698,0.7833558376005616,0.6885058169771715,0.579918686079103,0.6393577870526627,0.7115024865253186,0.7460298612101618,-0.7957945910190957,-0.7683105473192692
S052,T2,7.64149704109703e-11,1.2181273082014328e-11,1.3575144922991123,1.0110130873404898e-10,1.5882870992579716e-11,1.2957258629303836,5.170092961654576e-11,8.913890601983209e-12,1.388929774254905,0.7213966374574813,0.712155756249089,0.6820544918640324,0.5838430213606324,0.7774459003810091,0.6644681070668553,-0.7957945910190957,-0.7683105473192692
S053,T0,4.726456302587672e-11,1.709017382845399e-11,1.250195426503469,4.028839339783494e-11,1.4556625620206494e-11,1.3209582205272032,2.6096732863549682e-11,1.2288095238567177e-11,1.47365267770548,0.9481258311283889,0.8517443837157848,0.8344322814060627,0.5819245250388472,0.8974186758045128,0.7632385818075546,,
S053,T1,4.5569322653426743e-11,1.695575367814007e-11,1.3174818485476674,3.7491898978594675e-11,1.4664783242097596e-11,1.3502067309515453,2.4155623274142577e-11,1.1772207950263182e-11,1.4736953130881512,0.9348146667048127,0.8844789624824346,0.8598519566767668,0.7198689852022103,0.8829464724677862,0.8461225332686295,-0.744793243127035,-0.7624146349045772
S053,T2,4.410514413148386e-11,1.614612432497114e-11,1.2977122715497338,3.8722139072475e-11,1.4723360609994035e-11,1.3430254862469497,2.5707587428837966e-11,1.2014268034276002e-11,1.4911739919403662,0.9187432655072991,0.8224945129255475,0.7865491792397235,0.5840115728865402,0.8228016973541458,0.7960304012409258,-0.744793243127035,-0.7624146349045772
S054,T0,2.0682234714470375e-10,1.4573269259417735e-11,1.1002716466404199,1.5680416072538184e-10,1.1846201045103578e-11,1.204181289680595,2.0672146640267436e-10,1.2434590564873765e-11,1.0624644748905172,0.7701449157050798,0.7929012029150916,0.341857001095189,0.45035668932008177,0.5431797311341451,0.6066779751241717,,
S054,T1,1.2347963498237723e-10,1.214637729228482e-11,1.086134306380695,8.90874042490973e-11,9.769369347364606e-12,1.183542188322843,9.905058187333459e-11,9.024659272714378e-12,1.215565104268504,0.8298480956905478,0.7417870538762651,0.33976194727591796,0.3543598287963324,0.4861811574385752,0.5231455672194312,-0.8489230117089203,-0.7550754789908026
